id,name,date,value
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T07:00Z,23
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T07:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T07:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T07:00Z,13843
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T08:00Z,8242
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T08:00Z,6840
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T08:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T08:00Z,20
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T08:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T08:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T08:00Z,12774
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T09:00Z,8191
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T09:00Z,6884
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T09:00Z,5125
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T09:00Z,17
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T09:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T09:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T09:00Z,12044
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T10:00Z,8073
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T10:00Z,7148
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T10:00Z,5125
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T10:00Z,21
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T10:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T10:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T10:00Z,11383
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T11:00Z,8748
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T11:00Z,7587
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T11:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T11:00Z,19
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T11:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T11:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T11:00Z,10509
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T12:00Z,8522
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T12:00Z,8528
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T12:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T12:00Z,21
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T12:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T12:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T12:00Z,10150
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T13:00Z,8873
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T13:00Z,9544
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T13:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T13:00Z,21
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T13:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T13:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T13:00Z,9613
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T14:00Z,10088
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T14:00Z,10528
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T14:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T14:00Z,23
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T14:00Z,1
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T14:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T14:00Z,8453
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T15:00Z,10790
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T15:00Z,11590
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T15:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T15:00Z,28
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T15:00Z,230
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T15:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T15:00Z,7649
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T16:00Z,10736
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T16:00Z,12756
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T16:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T16:00Z,25
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T16:00Z,903
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T16:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T16:00Z,7316
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T17:00Z,10410
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T17:00Z,12476
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T17:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T17:00Z,23
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T17:00Z,1668
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T17:00Z,80
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T17:00Z,7997
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T18:00Z,9300
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T18:00Z,12123
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T18:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T18:00Z,23
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T18:00Z,2422
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T18:00Z,56
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T18:00Z,9496
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T19:00Z,8776
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T19:00Z,12272
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T19:00Z,5125
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T19:00Z,23
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T19:00Z,2563
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T19:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T19:00Z,10252
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T20:00Z,8883
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T20:00Z,12432
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T20:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T20:00Z,22
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T20:00Z,2314
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T20:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T20:00Z,10360
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T21:00Z,8594
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T21:00Z,12248
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T21:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T21:00Z,23
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T21:00Z,2590
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T21:00Z,48
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T21:00Z,10541
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T22:00Z,8251
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T22:00Z,11993
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T22:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T22:00Z,23
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T22:00Z,2368
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T22:00Z,73
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T22:00Z,11304
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-24T23:00Z,8402
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-24T23:00Z,12198
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-24T23:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-24T23:00Z,25
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-24T23:00Z,1511
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-24T23:00Z,73
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-24T23:00Z,11933
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25,9516
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25,12701
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25,22
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25,315
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25,72
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25,12185
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T01:00Z,9460
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T01:00Z,12593
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T01:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T01:00Z,22
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T01:00Z,2
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T01:00Z,72
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T01:00Z,13898
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T02:00Z,9325
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T02:00Z,11654
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T02:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T02:00Z,33
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T02:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T02:00Z,100
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T02:00Z,15024
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T03:00Z,9613
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T03:00Z,10627
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T03:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T03:00Z,29
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T03:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T03:00Z,91
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T03:00Z,15040
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T04:00Z,10097
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T04:00Z,10380
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T04:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T04:00Z,25
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T04:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T04:00Z,52
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T04:00Z,13578
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T05:00Z,10584
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T05:00Z,8430
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T05:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T05:00Z,21
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T05:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T05:00Z,49
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T05:00Z,13152
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T06:00Z,9656
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T06:00Z,6730
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T06:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T06:00Z,15
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T06:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T06:00Z,49
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T06:00Z,13740
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T07:00Z,6852
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T07:00Z,5618
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T07:00Z,5128
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T07:00Z,14
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T07:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T07:00Z,49
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T07:00Z,15774
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T08:00Z,5982
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T08:00Z,5249
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T08:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T08:00Z,21
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T08:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T08:00Z,49
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T08:00Z,16040
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T09:00Z,6580
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T09:00Z,5416
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T09:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T09:00Z,17
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T09:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T09:00Z,49
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T09:00Z,14738
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T10:00Z,6145
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T10:00Z,5320
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T10:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T10:00Z,14
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T10:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T10:00Z,49
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T10:00Z,15276
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T11:00Z,5989
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T11:00Z,5410
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T11:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T11:00Z,16
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T11:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T11:00Z,49
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T11:00Z,15951
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T12:00Z,5875
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T12:00Z,6228
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T12:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T12:00Z,17
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T12:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T12:00Z,50
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T12:00Z,17066
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T13:00Z,6705
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T13:00Z,7719
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T13:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T13:00Z,16
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T13:00Z,0
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T13:00Z,49
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T13:00Z,17616
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T14:00Z,7866
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T14:00Z,8390
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T14:00Z,5127
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T14:00Z,16
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T14:00Z,10
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T14:00Z,50
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T14:00Z,17744
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T15:00Z,8092
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T15:00Z,8577
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T15:00Z,5126
EBA.TEX-ALL.NG.OTH.H,"Net generation from other for Texas (region), hourly - UTC time",2021-01-25T15:00Z,31
EBA.TEX-ALL.NG.SUN.H,"Net generation from solar for Texas (region), hourly - UTC time",2021-01-25T15:00Z,1243
EBA.TEX-ALL.NG.WAT.H,"Net generation from hydro for Texas (region), hourly - UTC time",2021-01-25T15:00Z,50
EBA.TEX-ALL.NG.WND.H,"Net generation from wind for Texas (region), hourly - UTC time",2021-01-25T15:00Z,16782
EBA.TEX-ALL.NG.COL.H,"Net generation from coal for Texas (region), hourly - UTC time",2021-01-25T16:00Z,7313
EBA.TEX-ALL.NG.NG.H,"Net generation from natural gas for Texas (region), hourly - UTC time",2021-01-25T16:00Z,8965
EBA.TEX-ALL.NG.NUC.H,"Net generation from nuclear for Texas (region), hourly - UTC time",2021-01-25T16:00Z,5108
