topic,week_start_date,country,sentiment,volume
K Console,6/25/2018,United Kingdom,neutral,4010
K Console,6/25/2018,Australia,unassigned,6
K Console,6/25/2018,Germany,unassigned,24
K Console,6/25/2018,United States,neutral,3089
K Console,6/25/2018,Australia,positive,12
K Console,6/25/2018,United States,negative,2204
K Console,6/25/2018,Australia,negative,9
K Console,6/25/2018,Australia,neutral,685
K Console,6/25/2018,United States,positive,600
K Console,6/25/2018,United Kingdom,negative,377
K Console,6/25/2018,Australia,positive,167
K Console,6/25/2018,Germany,negative,290
K Console,6/25/2018,United Kingdom,unassigned,68
K Console,6/25/2018,Australia,negative,48
K Console,6/25/2018,United Kingdom,neutral,666
K Console,6/25/2018,United Kingdom,positive,885
K Console,6/25/2018,United States,positive,4163
K Console,6/25/2018,Germany,positive,
K Console,6/25/2018,Australia,neutral,
K Console,7/2/2018,United Kingdom,neutral,6159
K Console,7/2/2018,United Kingdom,negative,717
K Console,7/2/2018,United States,neutral,32430
K Console,7/2/2018,United States,negative,3924
K Console,7/2/2018,United Kingdom,positive,1718
K Console,7/2/2018,Australia,positive,186
K Console,7/2/2018,Germany,unassigned,20
K Console,7/2/2018,Australia,neutral,986
K Console,7/2/2018,Germany,positive,1207
K Console,7/2/2018,United Kingdom,unassigned,1038
K Console,7/2/2018,United States,positive,6640
K Console,7/2/2018,Australia,unassigned,16
K Console,7/2/2018,United States,unassigned,799
K Console,7/2/2018,Germany,negative,413
K Console,7/2/2018,Germany,neutral,1290
K Console,7/2/2018,Australia,negative,108
K Console,7/9/2018,United States,negative,4143
K Console,7/9/2018,United Kingdom,negative,610
K Console,7/9/2018,Australia,negative,112
K Console,7/9/2018,United States,unassigned,744
K Console,7/9/2018,Germany,neutral,1391
K Console,7/9/2018,United States,neutral,35317
K Console,7/9/2018,Australia,positive,221
K Console,7/9/2018,United Kingdom,unassigned,90
K Console,7/9/2018,United Kingdom,neutral,6050
K Console,7/9/2018,Germany,negative,400
K Console,7/9/2018,Australia,unassigned,25
K Console,7/9/2018,United Kingdom,positive,1670
K Console,7/9/2018,Australia,neutral,1103
K Console,7/9/2018,Germany,unassigned,21
K Console,7/9/2018,Germany,positive,
K Console,7/9/2018,United States,positive,
K Console,7/16/2018,United Kingdom,negative,468
K Console,7/16/2018,United Kingdom,neutral,7840
K Console,7/16/2018,Germany,negative,345
K Console,7/16/2018,United States,negative,3554
K Console,7/16/2018,United States,positive,6814
K Console,7/16/2018,Germany,unassigned,18
K Console,7/16/2018,Australia,positive,248
K Console,7/16/2018,Australia,neutral,1835
K Console,7/16/2018,Australia,unassigned,16
K Console,7/16/2018,United Kingdom,unassigned,88
K Console,7/16/2018,Australia,negative,95
K Console,7/16/2018,Germany,positive,1314
K Console,7/16/2018,United Kingdom,positive,
K Console,7/16/2018,United States,neutral,
K Console,7/16/2018,United States,unassigned,
K Console,7/16/2018,Germany,neutral,
K Console,7/23/2018,United Kingdom,negative,593
K Console,7/23/2018,United States,positive,7040
K Console,7/23/2018,Germany,unassigned,21
K Console,7/23/2018,Germany,negative,440
K Console,7/23/2018,United States,neutral,65668
K Console,7/23/2018,Australia,neutral,1773
K Console,7/23/2018,Australia,positive,220
K Console,7/23/2018,Germany,positive,1427
K Console,7/23/2018,Australia,unassigned,11
K Console,7/23/2018,Germany,neutral,1897
K Console,7/23/2018,United Kingdom,unassigned,73
K Console,7/23/2018,United Kingdom,positive,1392
K Console,7/23/2018,United States,unassigned,1042
K Console,7/23/2018,United Kingdom,neutral,8132
K Console,7/23/2018,Australia,negative,
K Console,7/23/2018,United States,negative,
K Console,7/30/2018,Australia,positive,68
K Console,7/30/2018,United Kingdom,negative,456
K Console,7/30/2018,Australia,neutral,260
K Console,7/30/2018,United Kingdom,unassigned,15
K Console,7/30/2018,Germany,unassigned,1
K Console,7/30/2018,Germany,unassigned,14
K Console,7/30/2018,Germany,positive,201
K Console,7/30/2018,United Kingdom,neutral,1257
K Console,7/30/2018,United Kingdom,unassigned,59
K Console,7/30/2018,Australia,positive,190
K Console,7/30/2018,Germany,positive,947
K Console,7/30/2018,Germany,neutral,233
K Console,7/30/2018,Germany,negative,282
K Console,7/30/2018,United States,negative,2848
K Console,7/30/2018,Australia,negative,10
K Console,7/30/2018,Australia,unassigned,15
K Console,7/30/2018,United States,positive,1307
K Console,7/30/2018,United States,negative,645
K Console,7/30/2018,United States,unassigned,674
K Console,7/30/2018,United States,unassigned,140
K Console,7/30/2018,United Kingdom,positive,1146
K Console,7/30/2018,United States,neutral,6073
K Console,7/30/2018,United Kingdom,neutral,6602
K Console,7/30/2018,Germany,neutral,1324
K Console,7/30/2018,Australia,negative,54
K Console,7/30/2018,Germany,negative,50
K Console,7/30/2018,Australia,neutral,1129
K Console,7/30/2018,United Kingdom,positive,330
K Console,7/30/2018,Australia,unassigned,19
K Console,7/30/2018,United Kingdom,negative,94
K Console,7/30/2018,United States,positive,
K Console,7/30/2018,United States,neutral,
K Console,8/6/2018,Germany,unassigned,34
K Console,8/6/2018,United Kingdom,negative,586
K Console,8/6/2018,United States,neutral,56524
K Console,8/6/2018,Australia,neutral,1662
K Console,8/6/2018,Australia,negative,111
K Console,8/6/2018,Germany,positive,1590
K Console,8/6/2018,United Kingdom,positive,1975
K Console,8/6/2018,United Kingdom,unassigned,105
K Console,8/6/2018,Germany,neutral,1957
K Console,8/6/2018,United States,positive,11359
K Console,8/6/2018,Australia,positive,285
K Console,8/6/2018,Germany,negative,422
K Console,8/6/2018,United Kingdom,neutral,9141
K Console,8/6/2018,Australia,unassigned,25
K Console,8/6/2018,United States,unassigned,
K Console,8/6/2018,United States,negative,
K Console,8/13/2018,United Kingdom,unassigned,65
K Console,8/13/2018,United States,neutral,42123
K Console,8/13/2018,Australia,unassigned,17
K Console,8/13/2018,United States,unassigned,875
K Console,8/13/2018,Germany,negative,475
K Console,8/13/2018,Australia,positive,221
K Console,8/13/2018,Germany,positive,1470
K Console,8/13/2018,Germany,unassigned,24
K Console,8/13/2018,United Kingdom,neutral,8754
K Console,8/13/2018,Germany,neutral,1761
K Console,8/13/2018,United Kingdom,negative,491
K Console,8/13/2018,United Kingdom,positive,1574
K Console,8/13/2018,United States,positive,7876
K Console,8/13/2018,Australia,negative,
K Console,8/13/2018,Australia,neutral,
K Console,8/13/2018,United States,negative,
K Console,8/20/2018,United States,neutral,50543
K Console,8/20/2018,United Kingdom,positive,1403
K Console,8/20/2018,United States,unassigned,969
K Console,8/20/2018,United Kingdom,unassigned,98
K Console,8/20/2018,Australia,positive,232
K Console,8/20/2018,Germany,neutral,2257
K Console,8/20/2018,United Kingdom,negative,538
K Console,8/20/2018,Australia,unassigned,16
K Console,8/20/2018,United Kingdom,neutral,9036
K Console,8/20/2018,Germany,unassigned,23
K Console,8/20/2018,Germany,positive,2195
K Console,8/20/2018,United States,negative,4356
K Console,8/20/2018,Germany,negative,508
K Console,8/20/2018,Australia,neutral,
K Console,8/20/2018,United States,positive,
K Console,8/20/2018,Australia,negative,
K Console,8/27/2018,United States,unassigned,808
K Console,8/27/2018,Australia,unassigned,6
K Console,8/27/2018,United Kingdom,negative,172
K Console,8/27/2018,United Kingdom,neutral,5808
K Console,8/27/2018,United Kingdom,positive,1160
K Console,8/27/2018,United States,positive,6241
K Console,8/27/2018,United Kingdom,unassigned,23
K Console,8/27/2018,Australia,neutral,1117
K Console,8/27/2018,United States,negative,2963
K Console,8/27/2018,Germany,neutral,1379
K Console,8/27/2018,United States,neutral,32285
K Console,8/27/2018,United States,unassigned,281
K Console,8/27/2018,Germany,negative,369
K Console,8/27/2018,United Kingdom,unassigned,66
K Console,8/27/2018,Germany,neutral,425
K Console,8/27/2018,Australia,positive,65
K Console,8/27/2018,Australia,negative,24
K Console,8/27/2018,United Kingdom,negative,353
K Console,8/27/2018,Germany,negative,115
K Console,8/27/2018,Germany,positive,1185
K Console,8/27/2018,Australia,positive,199
K Console,8/27/2018,Germany,unassigned,13
K Console,8/27/2018,United States,negative,1450
K Console,8/27/2018,United Kingdom,neutral,1939
K Console,8/27/2018,United Kingdom,positive,611
K Console,8/27/2018,Australia,negative,65
K Console,8/27/2018,Germany,positive,325
K Console,8/27/2018,United States,neutral,10980
K Console,8/27/2018,United States,positive,2339
K Console,8/27/2018,Australia,neutral,329
K Console,8/27/2018,Germany,unassigned,9
K Console,8/27/2018,Australia,unassigned,11
K Console,9/3/2018,United Kingdom,negative,770
K Console,9/3/2018,United Kingdom,neutral,11824
K Console,9/3/2018,United Kingdom,positive,2324
K Console,9/3/2018,United States,unassigned,1871
K Console,9/3/2018,Germany,negative,677
K Console,9/3/2018,Germany,unassigned,38
K Console,9/3/2018,United States,positive,12507
K Console,9/3/2018,United States,neutral,59701
K Console,9/3/2018,Germany,neutral,2535
K Console,9/3/2018,Australia,positive,389
K Console,9/3/2018,Australia,unassigned,33
K Console,9/3/2018,United States,negative,5517
K Console,9/3/2018,Australia,neutral,2030
K Console,9/3/2018,Australia,negative,158
K Console,9/3/2018,United Kingdom,unassigned,154
K Console,9/3/2018,Germany,positive,
K Console,9/10/2018,Australia,neutral,1929
K Console,9/10/2018,United Kingdom,neutral,9426
K Console,9/10/2018,United States,positive,10835
K Console,9/10/2018,Germany,neutral,2429
K Console,9/10/2018,Germany,negative,513
K Console,9/10/2018,Australia,negative,136
K Console,9/10/2018,Germany,unassigned,31
K Console,9/10/2018,United Kingdom,negative,753
K Console,9/10/2018,United States,unassigned,1463
K Console,9/10/2018,United States,neutral,49556
K Console,9/10/2018,Australia,unassigned,45
K Console,9/10/2018,United Kingdom,unassigned,127
K Console,9/10/2018,United Kingdom,positive,2248
K Console,9/10/2018,Germany,positive,2266
K Console,9/10/2018,Australia,positive,
K Console,9/10/2018,United States,negative,
K Console,9/17/2018,Germany,negative,598
K Console,9/17/2018,Australia,neutral,2248
K Console,9/17/2018,Germany,unassigned,92
K Console,9/17/2018,United Kingdom,neutral,13119
K Console,9/17/2018,United States,negative,5650
K Console,9/17/2018,United States,positive,11707
K Console,9/17/2018,Australia,negative,173
K Console,9/17/2018,Australia,positive,381
K Console,9/17/2018,United Kingdom,negative,726
K Console,9/17/2018,Germany,neutral,3320
K Console,9/17/2018,United Kingdom,unassigned,149
K Console,9/17/2018,Australia,unassigned,39
K Console,9/17/2018,Germany,positive,2525
K Console,9/17/2018,United States,neutral,63050
K Console,9/17/2018,United Kingdom,positive,1953
K Console,9/17/2018,United States,unassigned,
K Console,9/24/2018,Germany,unassigned,31
K Console,9/24/2018,Germany,negative,511
K Console,9/24/2018,United States,negative,4682
K Console,9/24/2018,United States,unassigned,981
K Console,9/24/2018,Australia,positive,251
K Console,9/24/2018,United Kingdom,positive,2198
K Console,9/24/2018,United Kingdom,unassigned,114
K Console,9/24/2018,United States,positive,8575
K Console,9/24/2018,United States,neutral,48999
K Console,9/24/2018,Australia,negative,125
K Console,9/24/2018,United Kingdom,neutral,11196
K Console,9/24/2018,Germany,neutral,2350
K Console,9/24/2018,United Kingdom,negative,572
K Console,9/24/2018,Germany,positive,1881
K Console,9/24/2018,Australia,unassigned,
K Console,9/24/2018,Australia,neutral,
K Console,10/1/2018,Australia,unassigned,20
K Console,10/1/2018,United Kingdom,unassigned,67
K Console,10/1/2018,Australia,neutral,1683
K Console,10/1/2018,Germany,positive,1521
K Console,10/1/2018,United Kingdom,neutral,8228
K Console,10/1/2018,Australia,negative,111
K Console,10/1/2018,United Kingdom,negative,604
K Console,10/1/2018,United States,unassigned,1088
K Console,10/1/2018,Germany,neutral,1879
K Console,10/1/2018,United Kingdom,positive,1503
K Console,10/1/2018,Germany,unassigned,34
K Console,10/1/2018,Australia,positive,292
K Console,10/1/2018,United States,positive,7322
K Console,10/1/2018,United States,neutral,
K Console,10/1/2018,United States,negative,
K Console,10/1/2018,Germany,negative,
K Console,10/8/2018,United States,negative,4579
K Console,10/8/2018,United Kingdom,negative,661
K Console,10/8/2018,United States,positive,8535
K Console,10/8/2018,Australia,positive,337
K Console,10/8/2018,United Kingdom,unassigned,100
K Console,10/8/2018,Australia,negative,156
K Console,10/8/2018,United Kingdom,neutral,11580
K Console,10/8/2018,Germany,negative,516
K Console,10/8/2018,Australia,unassigned,32
K Console,10/8/2018,United States,neutral,49766
K Console,10/8/2018,United States,unassigned,1465
K Console,10/8/2018,United Kingdom,positive,1811
K Console,10/8/2018,Germany,positive,1770
K Console,10/8/2018,Germany,neutral,
K Console,10/8/2018,Australia,neutral,
K Console,10/8/2018,Germany,unassigned,
K Console,10/15/2018,Germany,positive,1949
K Console,10/15/2018,Australia,negative,178
K Console,10/15/2018,Australia,unassigned,10
K Console,10/15/2018,United Kingdom,unassigned,105
K Console,10/15/2018,United States,neutral,51522
K Console,10/15/2018,United States,negative,4671
K Console,10/15/2018,Australia,neutral,2149
K Console,10/15/2018,United Kingdom,negative,762
K Console,10/15/2018,Germany,neutral,2225
K Console,10/15/2018,United Kingdom,neutral,11939
K Console,10/15/2018,United States,unassigned,2187
K Console,10/15/2018,Germany,unassigned,36
K Console,10/15/2018,United States,positive,9691
K Console,10/15/2018,Australia,positive,
K Console,10/15/2018,United Kingdom,positive,
K Console,10/15/2018,Germany,negative,
K Console,10/22/2018,Australia,neutral,2081
K Console,10/22/2018,United Kingdom,neutral,11226
K Console,10/22/2018,United States,negative,6206
K Console,10/22/2018,United Kingdom,unassigned,80
K Console,10/22/2018,Australia,unassigned,19
K Console,10/22/2018,United Kingdom,positive,1985
K Console,10/22/2018,Germany,positive,1861
K Console,10/22/2018,Australia,positive,329
K Console,10/22/2018,Germany,negative,563
K Console,10/22/2018,Germany,neutral,2680
K Console,10/22/2018,United States,positive,9917
K Console,10/22/2018,Australia,negative,174
K Console,10/22/2018,Germany,unassigned,33
K Console,10/22/2018,United Kingdom,negative,933
K Console,10/22/2018,United States,unassigned,2200
K Console,10/22/2018,United States,neutral,51497
K Console,10/29/2018,United Kingdom,negative,319
K Console,10/29/2018,United States,neutral,18883
K Console,10/29/2018,Germany,positive,894
K Console,10/29/2018,Australia,negative,54
K Console,10/29/2018,United States,negative,2440
K Console,10/29/2018,Germany,neutral,1185
K Console,10/29/2018,Germany,negative,210
K Console,10/29/2018,Australia,positive,122
K Console,10/29/2018,United Kingdom,negative,299
K Console,10/29/2018,Germany,negative,279
K Console,10/29/2018,Australia,neutral,555
K Console,10/29/2018,United Kingdom,neutral,5713
K Console,10/29/2018,United Kingdom,positive,546
K Console,10/29/2018,Australia,positive,125
K Console,10/29/2018,Australia,negative,54
K Console,10/29/2018,Germany,neutral,709
K Console,10/29/2018,Germany,positive,747
K Console,10/29/2018,United States,positive,3061
K Console,10/29/2018,United States,neutral,16531
